,Unnamed: 0,Against,Date,Header,Match No,PlayerID,PlayerName,Scored,Team,x,y,Angle,Distance,Colour,ScoredBinary
165,165,arsenal,16/08/2015,0,17,111,111,Missed,cpalace,121.28,66.466,0.5013353206667664,138.29883425394445,r,0.0
166,166,arsenal,16/08/2015,0,17,5187,5187,Scored,cpalace,107.392,-65.13,0.545163098199126,125.59840191658489,b,1.0
167,167,arsenal,16/08/2015,0,17,111,111,Missed,cpalace,108.736,58.116,0.4908409273001262,123.29228342438955,r,0.0
168,168,arsenal,16/08/2015,0,17,732,732,Missed,cpalace,74.688,30.394000000000005,0.3864801262573064,80.63555406890933,r,0.0
169,169,arsenal,16/08/2015,0,17,799,799,Missed,cpalace,47.36,-12.024000000000001,0.24863190502484672,48.86252322588345,r,0.0
170,170,arsenal,16/08/2015,0,17,732,732,Missed,cpalace,57.216,45.42400000000001,0.6710126792953746,73.05484536976313,r,0.0
171,171,arsenal,16/08/2015,0,17,799,799,Missed,cpalace,73.344,12.358000000000004,0.16692577745315987,74.37783608038082,r,0.0
172,172,arsenal,16/08/2015,0,17,732,732,Missed,cpalace,106.048,21.042,0.19587546785603724,108.11542012127595,r,0.0
173,173,cpalace,16/08/2015,0,17,1581,1581,Missed,arsenal,127.552,-26.385999999999996,0.20398738843661682,130.25257655800903,r,0.0
174,174,cpalace,16/08/2015,0,17,115,115,Missed,arsenal,50.944,-34.06800000000001,0.5894326738952318,61.2855591473228,r,0.0
175,175,cpalace,16/08/2015,0,17,377,377,Missed,arsenal,129.792,73.814,0.5170942812728143,149.31332780431893,r,0.0
176,176,cpalace,16/08/2015,0,17,1581,1581,Missed,arsenal,93.056,5.009999999999991,0.05378662049770842,93.1907679762325,r,0.0
177,177,cpalace,16/08/2015,0,17,1581,1581,Missed,arsenal,38.848,34.73599999999999,0.7295745097389553,52.112923541094865,r,0.0
178,178,cpalace,16/08/2015,0,17,1581,1581,Missed,arsenal,59.904,36.74000000000001,0.550152194363571,70.27315857423801,r,0.0
179,179,cpalace,16/08/2015,0,17,115,115,Scored,arsenal,67.52,12.692000000000007,0.18580574845369346,68.70252734798044,b,1.0
180,180,cpalace,16/08/2015,0,17,1581,1581,Missed,arsenal,41.536,76.82,1.0751270402022828,87.33013051633439,r,0.0
181,181,cpalace,16/08/2015,0,17,311,311,Missed,arsenal,105.6,23.379999999999995,0.2178867245243955,108.15722074831619,r,0.0
182,182,cpalace,16/08/2015,0,17,123,123,Missed,arsenal,18.688,-32.06399999999999,1.043094271598592,37.11255097672483,r,0.0
183,183,cpalace,16/08/2015,0,17,115,115,Missed,arsenal,71.55199999999998,-23.714000000000027,0.320030540990262,75.37932408824052,r,0.0
184,184,cpalace,16/08/2015,0,17,377,377,Missed,arsenal,37.504,-29.391999999999996,0.6647244951745275,47.649130946954315,r,0.0
185,185,cpalace,16/08/2015,0,17,5207,5207,Scored,arsenal,24.512,3.005999999999972,0.12202453498332765,24.695630787651485,b,1.0
186,186,cpalace,16/08/2015,0,17,377,377,Missed,arsenal,55.424,-60.120000000000005,0.8260183333643253,81.76939632894448,r,0.0
187,187,cpalace,16/08/2015,0,17,377,377,Missed,arsenal,60.8,-36.74000000000001,0.5435579188206456,71.03849379033878,r,0.0
188,188,cpalace,16/08/2015,0,17,90,90,Missed,arsenal,71.55199999999998,58.116,0.6821481639568201,92.18003124321447,r,0.0
189,189,cpalace,16/08/2015,0,17,311,311,Missed,arsenal,59.904,-44.422,0.6380731714764069,74.57749861721027,r,0.0
190,190,cpalace,16/08/2015,0,17,90,90,Missed,arsenal,59.008,62.458,0.8137935391255272,85.92407013171571,r,0.0
191,191,chelsea,16/08/2015,1,18,9367,9367,Missed,man-city,50.496,9.352000000000004,0.18312783670435834,51.35470689235798,r,0.0
192,192,chelsea,16/08/2015,1,18,543,543,Scored,man-city,49.6,24.382000000000005,0.4568829729851185,55.26881511304544,b,1.0
193,193,man-city,16/08/2015,1,18,9284,9284,Missed,chelsea,29.44,-29.057999999999993,0.778868118433486,41.36521441984799,r,0.0
194,194,chelsea,16/08/2015,0,18,564,564,Missed,man-city,82.75200000000002,27.388000000000005,0.3196173713485525,87.1664846601032,r,0.0
