,x,y,Team,Against,Scored,Match No,Season,Angle,Distance,Colour,ScoredBinary,Proba,Proba_exp
5552,86.336,3.0060000000000002,liverpool,hull-city,Missed,233,16/17,0.034803398,86.38831479,r,0,0.125019933,0.12136586099999999
4833,42.88,-48.43,b-mouth,arsenal,Scored,196,16/17,0.8461054290000001,64.68507788,b,1,0.114347805,0.12133647300000001
1693,76.48,-19.038,b-mouth,watford,Missed,64,16/17,0.243969302,78.81393179,r,0,0.129143392,0.12129068400000001
8213,76.48,-19.038,chelsea,west-ham,Missed,267,16/17,0.243969302,78.81393179,r,0,0.129143392,0.12129068400000001
38,86.78399999999999,2.338,cpalace,wba,Missed,1,16/17,0.026933935,86.81548767,r,0,0.12437079599999999,0.121072007
691,86.78399999999999,2.338,watford,arsenal,Missed,27,16/17,0.026933935,86.81548767,r,0,0.12437079599999999,0.121072007
7639,75.584,20.374000000000002,spurs,b-mouth,Missed,81,16/17,0.263296468,78.2818046,r,0,0.128926344,0.121044731
5495,66.176,-31.396,arsenal,chelsea,Missed,230,16/17,0.442984649,73.24596775,r,0,0.127237489,0.12104406
6656,66.176,31.396,cpalace,s-hampton,Missed,301,16/17,0.442984649,73.24596775,r,0,0.127237489,0.12104406
2926,61.248000000000005,-36.071999999999996,chelsea,m-brough,Missed,118,16/17,0.532254762,71.08098682,r,0,0.125220394,0.121041417
6923,61.248000000000005,36.071999999999996,chelsea,s-hampton,Scored,329,16/17,0.532254762,71.08098682,b,1,0.125220394,0.121041417
8086,61.248000000000005,36.071999999999996,leicester,swansea,Missed,248,16/17,0.532254762,71.08098682,r,0,0.125220394,0.121041417
3562,69.312,28.055999999999997,hull-city,cpalace,Scored,142,16/17,0.38461888200000005,74.77494554,b,1,0.128165044,0.12104002900000001
7233,82.304,10.354000000000001,swansea,everton,Missed,350,16/17,0.125144485,82.95271986,r,0,0.12736930300000002,0.121031819
7078,27.648000000000003,54.108000000000004,spurs,arsenal,Missed,342,16/17,1.098404902,60.7625507,r,0,0.10256702599999999,0.12094344900000001
1082,78.72,16.032,arsenal,hull-city,Missed,42,16/17,0.200910896,80.33594105,r,0,0.128418444,0.12089219
777,67.52,-30.06,s-hampton,arsenal,Missed,30,16/17,0.418856267,73.90909281,r,0,0.127509716,0.12089110199999999
3543,67.52,30.06,b-mouth,burnley,Missed,141,16/17,0.418856267,73.90909281,r,0,0.127509716,0.12089110199999999
6908,80.064,14.027999999999999,liverpool,cpalace,Missed,328,16/17,0.17344925600000002,81.2836323,r,0,0.12804006099999998,0.120849814
5665,85.44,5.01,hull-city,arsenal,Missed,240,16/17,0.058570573,85.58676124,r,0,0.12527537800000002,0.120830899
7302,77.824,-17.368,man-city,leicester,Missed,358,16/17,0.21957216,79.73846249,r,0,0.128509381,0.120827807
6353,41.088,49.431999999999995,cpalace,chelsea,Missed,284,16/17,0.8773169340000001,64.27866184,r,0,0.112576774,0.120789054
7297,41.088,-49.431999999999995,man-city,leicester,Missed,358,16/17,0.8773169340000001,64.27866184,r,0,0.112576774,0.120789054
726,30.336,53.44,man-city,west-ham,Missed,28,16/17,1.054492215,61.45003251,r,0,0.10452291,0.120765605
2654,62.144,35.404,man-city,m-brough,Missed,103,16/17,0.517848909,71.52146497,r,0,0.125224437,0.120658924
1680,81.408,12.024000000000001,watford,b-mouth,Missed,64,16/17,0.146640265,82.29118446,r,0,0.127378375,0.12064910300000001
4840,76.48,19.372,b-mouth,arsenal,Missed,196,16/17,0.248077408,78.89527732,r,0,0.128399495,0.12058568
2389,84.992,-6.0120000000000005,b-mouth,m-brough,Missed,92,16/17,0.070618444,85.20436731,r,0,0.125321128,0.12052071
5631,84.992,-6.0120000000000005,man-utd,leicester,Missed,238,16/17,0.070618444,85.20436731,r,0,0.125321128,0.12052071
3432,74.24,22.378,liverpool,b-mouth,Missed,137,16/17,0.292766189,77.53936087,r,0,0.128349092,0.12051889999999998
2448,41.983999999999995,-49.098,watford,hull-city,Missed,95,16/17,0.8633453590000001,64.6008503,r,0,0.112916385,0.12045681800000001
8969,87.68,1.002,sunderland,b-mouth,Missed,337,16/17,0.011427422,87.6857252,r,0,0.12300175199999999,0.12044996
4597,36.608000000000004,51.43600000000001,man-utd,m-brough,Missed,185,16/17,0.952248208,63.133254,r,0,0.10894837199999999,0.120371748
5773,79.616,15.03,s-hampton,sunderland,Scored,245,16/17,0.186585301,81.02227074,b,1,0.127536121,0.12023391800000001
1809,46.016000000000005,47.093999999999994,arsenal,swansea,Missed,70,16/17,0.79697535,65.84312487,r,0,0.11548036199999999,0.12021725400000001
7482,84.544,-7.013999999999999,west-ham,burnley,Scored,371,16/17,0.082773161,84.83445133,b,1,0.125311646,0.12018133199999999
1726,83.2,9.352,leicester,s-hampton,Missed,67,16/17,0.111934009,83.7239506,r,0,0.12607283,0.120152224
9699,64.832,33.066,chelsea,sunderland,Missed,372,16/17,0.47163613200000004,72.77739058,r,0,0.125788962,0.120147708
9004,77.824,-17.702,leicester,wba,Missed,338,16/17,0.223656537,79.81187744,r,0,0.127799469,0.12014735
1296,77.376,18.37,arsenal,chelsea,Scored,50,16/17,0.23309660899999998,79.52673938,b,1,0.127784277,0.120078293
6767,86.78399999999999,3.0060000000000002,wba,s-hampton,Missed,308,16/17,0.034623878999999996,86.83604489,r,0,0.123480676,0.120030297
6956,57.663999999999994,-39.412,cpalace,spurs,Missed,331,16/17,0.599550205,69.84584913,r,0,0.12234808900000001,0.12000118900000001
5130,76.928,-19.038,man-city,spurs,Missed,213,16/17,0.242603763,79.24873897,r,0,0.12773631400000002,0.119989637
2935,83.648,8.684,chelsea,m-brough,Missed,118,16/17,0.103445416,84.09756096,r,0,0.125673769,0.119989556
9124,83.648,8.684,s-hampton,arsenal,Missed,354,16/17,0.103445416,84.09756096,r,0,0.125673769,0.119989556
5932,28.544,-54.108000000000004,spurs,stoke,Missed,256,16/17,1.085362168,61.17544932,r,0,0.102528593,0.119984076
5167,29.888,-53.773999999999994,stoke,man-utd,Scored,215,16/17,1.063505213,61.52183043,b,1,0.103485248,0.119885115
7119,82.304,11.022,liverpool,watford,Missed,343,16/17,0.133126097,83.03874337,r,0,0.12619812,0.11983215800000001
3563,72.896,24.381999999999998,hull-city,cpalace,Missed,142,16/17,0.322779064,76.86552374,r,0,0.127470406,0.119798796
5072,72.896,24.381999999999998,liverpool,man-utd,Missed,209,16/17,0.322779064,76.86552374,r,0,0.127470406,0.119798796
1599,86.336,-4.008,chelsea,hull-city,Missed,61,16/17,0.04638997,86.42898218,r,0,0.12364126199999999,0.119780155
2340,68.86399999999999,29.058000000000003,man-utd,burnley,Missed,91,16/17,0.399294731,74.74368107,r,0,0.12667609800000001,0.11976635699999999
1620,63.93600000000001,-34.068000000000005,sunderland,wba,Missed,62,16/17,0.489577328,72.44612288,r,0,0.125021506,0.11975575699999999
8320,76.032,-20.374000000000002,burnley,sunderland,Missed,277,16/17,0.261815181,78.71445166,r,0,0.127541603,0.119752339
977,34.368,52.438,watford,west-ham,Missed,37,16/17,0.9906325359999999,62.69691594,r,0,0.10667037800000001,0.11963827099999999
4163,51.84,-43.754,man-city,arsenal,Missed,167,16/17,0.701012141,67.83655442,r,0,0.11861574300000001,0.119592655
1022,79.616,-15.364,chelsea,swansea,Missed,38,16/17,0.190632957,81.08489349,r,0,0.126873029,0.119585784
554,79.168,16.032,everton,stoke,Missed,22,16/17,0.19980407,80.7749791,r,0,0.12697498,0.11958390699999999
6085,78.72,16.7,cpalace,wba,Missed,264,16/17,0.209045045,80.47191063,r,0,0.127045112,0.119563719
507,80.512,14.027999999999999,chelsea,burnley,Missed,20,16/17,0.172503202,81.72494679,r,0,0.12657474900000001,0.11953596400000001
4405,80.512,14.027999999999999,liverpool,stoke,Missed,178,16/17,0.172503202,81.72494679,r,0,0.12657474900000001,0.11953596400000001
5568,80.512,-14.027999999999999,watford,burnley,Missed,236,16/17,0.172503202,81.72494679,r,0,0.12657474900000001,0.11953596400000001
9631,86.78399999999999,3.34,chelsea,m-brough,Missed,353,16/17,0.038467372,86.84824843,r,0,0.123031185,0.11950838300000001
4015,67.072,-31.061999999999998,swansea,m-brough,Missed,161,16/17,0.433706074,73.91549924,r,0,0.12587584300000002,0.11950351699999999
1401,73.344,-24.048000000000002,m-brough,spurs,Missed,54,16/17,0.316834173,77.18580595,r,0,0.126980117,0.119300556
5962,82.304,11.356,liverpool,leicester,Scored,257,16/17,0.137110578,83.08373579,b,1,0.125609713,0.11923179699999999
60,54.528,42.083999999999996,everton,spurs,Missed,2,16/17,0.657299585,68.87935714,r,0,0.119613497,0.119008179
4549,34.816,52.438,west-ham,leicester,Missed,183,16/17,0.9846796320000001,62.9436073,r,0,0.10647484900000001,0.11900383199999999
8219,86.78399999999999,3.674,chelsea,west-ham,Missed,267,16/17,0.042309728,86.86173457,r,0,0.12257880800000001,0.118985785
1289,69.76,-28.39,man-utd,watford,Missed,49,16/17,0.386497725,75.31566703,r,0,0.126041614,0.11897497
725,68.86399999999999,29.392,man-city,west-ham,Missed,28,16/17,0.40340465299999995,74.87416217,r,0,0.125771239,0.118927832
2235,33.92,-52.772,west-ham,sunderland,Missed,87,16/17,0.999523976,62.73316813,r,0,0.10573263599999999,0.11890556699999999
4217,80.512,14.362,liverpool,everton,Missed,169,16/17,0.17652658,81.78293947,r,0,0.12593485699999998,0.118903731
444,78.72,-17.034000000000002,sunderland,m-brough,Missed,18,16/17,0.21310168699999998,80.54188697,r,0,0.126357261,0.118899641
6218,77.376,19.038,swansea,hull-city,Missed,271,16/17,0.24125312899999998,79.68369231,r,0,0.126340213,0.118702146
8672,77.376,19.038,everton,burnley,Missed,314,16/17,0.24125312899999998,79.68369231,r,0,0.126340213,0.118702146
8642,45.568000000000005,47.762,west-ham,swansea,Missed,309,16/17,0.8089018170000001,66.01250842,r,0,0.113743725,0.11868169699999999
4351,84.096,-8.684,swansea,west-ham,Missed,176,16/17,0.10289822900000001,84.54317874,r,0,0.124174158,0.11867416800000001
6544,67.072,31.396,chelsea,man-city,Scored,298,16/17,0.43779858899999996,74.05647845,b,1,0.12494102900000001,0.11863472800000001
8774,49.152,-45.758,swansea,watford,Missed,319,16/17,0.749653201,67.1544017,r,0,0.11593679300000001,0.11855179
9608,32.128,53.44,leicester,watford,Scored,348,16/17,1.0294967,62.35416573,b,1,0.10411086800000001,0.11854629300000001
2549,71.104,27.054000000000002,s-hampton,chelsea,Missed,98,16/17,0.363570678,76.07691984,r,0,0.125836004,0.11852706
851,84.544,8.016,liverpool,leicester,Scored,33,16/17,0.094531936,84.92316640000001,b,1,0.123745127,0.11849791400000001
729,24.064,-55.443999999999996,man-city,west-ham,Scored,28,16/17,1.161307571,60.44098967,b,1,0.097931579,0.11846829
22,68.416,30.06,swansea,burnley,Missed,0,16/17,0.41397969799999995,74.72852639,r,0,0.125144555,0.11845741800000001
7840,68.416,-30.06,swansea,arsenal,Missed,204,16/17,0.41397969799999995,74.72852639,r,0,0.125144555,0.11845741800000001
7777,87.68,2.338,wba,s-hampton,Missed,186,16/17,0.026658829,87.71116602,r,0,0.121312771,0.118421514
3726,83.2,10.354000000000001,s-hampton,m-brough,Missed,149,16/17,0.123810579,83.84178741,r,0,0.124384065,0.118398083
2417,63.04,35.404,arsenal,sunderland,Missed,93,16/17,0.511714394,72.30134726,r,0,0.123165299,0.118353673
935,79.616,16.032,stoke,spurs,Missed,36,16/17,0.198709213,81.21411503,r,0,0.125543771,0.11828952300000001
5698,79.616,16.032,man-utd,watford,Missed,242,16/17,0.198709213,81.21411503,r,0,0.125543771,0.11828952300000001
753,60.8,37.408,m-brough,wba,Missed,29,16/17,0.551566882,71.38626243,r,0,0.12210985199999999,0.118282666
1319,80.512,14.696,b-mouth,everton,Missed,51,16/17,0.180544192,81.84225412,r,0,0.12529372,0.11827140900000001
1349,80.96,14.027999999999999,liverpool,hull-city,Missed,52,16/17,0.17156731100000003,82.16633364,r,0,0.125122456,0.11823621
5598,81.408,-13.36,wba,stoke,Missed,237,16/17,0.162661676,82.49698215,r,0,0.124920781,0.11818403699999999
4214,50.943999999999996,44.756,everton,liverpool,Missed,169,16/17,0.720827655,67.81143467,r,0,0.11668199300000001,0.118179921
9508,63.488,35.07,hull-city,burnley,Missed,253,16/17,0.504674647,72.5302078,r,0,0.12312023400000001,0.118138889
393,85.44,6.68,cpalace,spurs,Missed,15,16/17,0.078024799,85.70073512,r,0,0.122806415,0.118103786
3996,82.304,12.024000000000001,chelsea,cpalace,Missed,160,16/17,0.145066293,83.17767123,r,0,0.124427594,0.118030161
1183,43.328,-49.098,cpalace,stoke,Missed,46,16/17,0.847745573,65.48228148,r,0,0.111630909,0.11801652300000001
7993,54.976000000000006,-42.083999999999996,sunderland,cpalace,Scored,231,16/17,0.653346063,69.23455519,b,1,0.1188275,0.117980722
6438,75.13600000000001,-22.378,leicester,sunderland,Scored,294,16/17,0.289467778,78.39766183,b,1,0.12566364300000002,0.11797859
4318,32.576,53.44,man-city,hull-city,Missed,173,16/17,1.023361859,62.586175600000004,r,0,0.10397984800000001,0.11797450400000001
428,63.93600000000001,34.736,everton,wba,Scored,17,16/17,0.49767953,72.76264008,b,1,0.123058128,0.117913138
1674,58.56,39.412,watford,b-mouth,Missed,64,16/17,0.592387575,70.587388,r,0,0.120566495,0.117833332
5514,58.56,39.412,everton,b-mouth,Scored,232,16/17,0.592387575,70.587388,b,1,0.120566495,0.117833332
2298,83.2,-10.687999999999999,cpalace,liverpool,Scored,90,16/17,0.127761814,83.88368938,b,1,0.12381718,0.11781260199999999
8474,53.632,-43.086000000000006,stoke,leicester,Missed,286,16/17,0.676788594,68.79531103,r,0,0.117894786,0.11780556800000001
7419,65.72800000000001,33.066,s-hampton,man-utd,Missed,368,16/17,0.46610320299999997,73.57669699,r,0,0.123590592,0.11779090099999999
1215,64.384,-34.402,s-hampton,swansea,Missed,47,16/17,0.490729299,72.99860999,r,0,0.122979096,0.11767663199999999
2627,37.504,51.77,chelsea,everton,Missed,102,16/17,0.943858573,63.92716884,r,0,0.107292804,0.11767435300000001
9057,52.736000000000004,-43.754,man-city,m-brough,Missed,341,16/17,0.692578283,68.52370547,r,0,0.117189871,0.117616224
4837,38.4,-51.43600000000001,b-mouth,arsenal,Scored,196,16/17,0.929501207,64.18895618,b,1,0.107840499,0.11757588599999999
8824,78.72,-17.702,m-brough,arsenal,Missed,322,16/17,0.221193528,80.68580547,r,0,0.124979538,0.11757198199999999
2168,85.44,-7.013999999999999,cpalace,leicester,Missed,84,16/17,0.081909025,85.72741566,r,0,0.122305025,0.11755664199999999
27,84.096,9.352,cpalace,wba,Missed,1,16/17,0.110751189,84.61440256,r,0,0.12309291800000001,0.11753422699999999
2827,78.27199999999999,-18.37,stoke,b-mouth,Missed,114,16/17,0.230522333,80.39877414,r,0,0.12498318900000001,0.117509484
1254,66.176,32.732,spurs,sunderland,Missed,48,16/17,0.45933468,73.82849585,r,0,0.12343718,0.117505134
6958,75.584,22.044,spurs,cpalace,Missed,331,16/17,0.283777852,78.73296001,r,0,0.125099346,0.117445484
2486,87.68,3.0060000000000002,wba,man-city,Missed,96,16/17,0.034270336,87.73151336,r,0,0.12045038699999999,0.11740308099999999
8115,33.024,-53.44,everton,sunderland,Missed,252,16/17,1.017272562,62.82052353,r,0,0.10383785699999999,0.117396414
2026,71.55199999999999,-27.054000000000002,s-hampton,burnley,Missed,78,16/17,0.361488013,76.49580132,r,0,0.12459201800000001,0.117300678
6529,40.192,-50.768,arsenal,west-ham,Missed,297,16/17,0.901149309,64.75173116,r,0,0.108787097,0.11723218699999999
959,83.2,11.022,west-ham,watford,Missed,37,16/17,0.131709042,83.92689964,r,0,0.123248416,0.117226781
9171,83.2,-11.022,b-mouth,burnley,Scored,357,16/17,0.131709042,83.92689964,b,1,0.123248416,0.117226781
7184,84.992,8.016,burnley,wba,Missed,346,16/17,0.09403659,85.36917664,r,0,0.122258508,0.117197934
6770,42.431999999999995,49.766000000000005,wba,s-hampton,Missed,308,16/17,0.864777213,65.3997659,r,0,0.11024393099999999,0.117154676
516,88.12799999999999,-2.338,burnley,chelsea,Missed,20,16/17,0.026523372000000003,88.15900764,r,0,0.119807975,0.117118101
1898,88.12799999999999,-2.338,west-ham,cpalace,Missed,73,16/17,0.026523372000000003,88.15900764,r,0,0.119807975,0.117118101
1894,83.648,-10.354000000000001,cpalace,west-ham,Missed,73,16/17,0.123154179,84.28637624,r,0,0.122912774,0.117102651
5555,29.888,54.442,liverpool,hull-city,Missed,233,16/17,1.068730482,62.10655286,r,0,0.101295325,0.117095324
8854,85.44,-7.348,b-mouth,m-brough,Missed,323,16/17,0.085790776,85.75538878,r,0,0.121801235,0.117008975
4003,80.512,15.364,m-brough,swansea,Missed,161,16/17,0.188561648,81.96483783,r,0,0.124007986,0.117006628
9337,80.512,15.364,everton,arsenal,Missed,370,16/17,0.188561648,81.96483783,r,0,0.124007986,0.117006628
8950,80.96,-14.696,hull-city,s-hampton,Missed,335,16/17,0.179566528,82.28301171,r,0,0.12386067099999999,0.116987021
1271,56.768,-41.082,watford,man-utd,Missed,49,16/17,0.626443977,70.07379359,r,0,0.118778886,0.11698477
6977,54.976000000000006,-42.418,m-brough,sunderland,Missed,332,16/17,0.657165506,69.43808249,r,0,0.11775780400000001,0.11692203400000001
7141,65.72800000000001,-33.4,spurs,west-ham,Missed,344,16/17,0.47015016200000004,73.72740321,r,0,0.122641692,0.11690471599999999
3378,81.85600000000001,-13.36,watford,wba,Missed,135,16/17,0.161786919,82.93910016,r,0,0.12347576199999999,0.11689712
6835,86.78399999999999,-5.01,stoke,hull-city,Scored,316,16/17,0.057665532,86.92849220000001,b,1,0.120741487,0.116888937
9481,54.08,-43.086000000000006,sunderland,everton,Missed,39,16/17,0.672730754,69.14513574,r,0,0.11714693400000001,0.116806702
8531,68.416,30.728,watford,sunderland,Missed,290,16/17,0.422134113,74.99972693,r,0,0.12333063300000001,0.11677383300000001
1573,72.896,-25.718000000000004,everton,cpalace,Missed,60,16/17,0.33917062299999995,77.29969172,r,0,0.124174925,0.11673475800000001
7422,84.992,8.35,man-utd,s-hampton,Missed,368,16/17,0.097930274,85.40118596,r,0,0.121739826,0.116642349
1800,83.2,11.356,man-city,spurs,Missed,69,16/17,0.135652146,83.97141618,r,0,0.122677837,0.116640651
4304,83.2,11.356,man-city,hull-city,Missed,173,16/17,0.135652146,83.97141618,r,0,0.122677837,0.116640651
5746,83.2,11.356,stoke,cpalace,Scored,244,16/17,0.135652146,83.97141618,b,1,0.122677837,0.116640651
6688,86.336,-6.0120000000000005,spurs,swansea,Scored,302,16/17,0.069522687,86.54506941,b,1,0.12080916800000001,0.11659125
2352,83.648,10.687999999999999,man-utd,burnley,Missed,91,16/17,0.127084913,84.3280573,r,0,0.12235457400000001,0.116524116
4421,63.04,-36.071999999999996,stoke,liverpool,Missed,178,16/17,0.519733578,72.63078399999999,r,0,0.12119168400000001,0.11649203699999999
6839,36.608000000000004,52.438,stoke,hull-city,Missed,316,16/17,0.961333434,63.95224396,r,0,0.105586665,0.11641665400000001
995,79.616,-17.034000000000002,swansea,chelsea,Scored,38,16/17,0.21077421899999998,81.41783964,b,1,0.12354323800000001,0.11634567800000001
6245,38.4,-51.77,cpalace,watford,Missed,274,16/17,0.9326011129999999,64.45690731,r,0,0.106728444,0.116292652
4544,65.28,-34.068000000000005,leicester,west-ham,Missed,183,16/17,0.48099407200000005,73.63495789,r,0,0.12181804,0.116280719
8572,78.72,18.37,m-brough,swansea,Missed,292,16/17,0.229256028,80.83498809,r,0,0.123599587,0.116245238
761,46.912,-47.762,arsenal,s-hampton,Missed,30,16/17,0.7943760999999999,66.94732547,r,0,0.112174756,0.116085589
9480,63.93600000000001,-35.404,sunderland,everton,Missed,39,16/17,0.505711027,73.08389229,r,0,0.121112574,0.11608410000000001
1217,56.768,41.416000000000004,s-hampton,swansea,Missed,47,16/17,0.630294544,70.27012793,r,0,0.117730297,0.11595897599999999
7567,56.768,41.416000000000004,liverpool,m-brough,Scored,375,16/17,0.630294544,70.27012793,b,1,0.117730297,0.11595897599999999
7364,62.144,-37.074,liverpool,west-ham,Missed,364,16/17,0.537902572,72.36268522,r,0,0.120210877,0.11591440199999999
3986,85.44,8.016,cpalace,chelsea,Missed,160,16/17,0.093546394,85.8152076,r,0,0.12078668099999999,0.115912166
426,88.57600000000001,2.338,everton,wba,Missed,17,16/17,0.026389284,88.60685086,r,0,0.11831918599999999,0.11582903
4663,73.792,25.05,arsenal,cpalace,Missed,188,16/17,0.327261281,77.92792673,r,0,0.123262384,0.11580064699999999
3044,80.512,16.032,m-brough,leicester,Scored,123,16/17,0.19655464600000003,82.09267427,b,1,0.12271808599999999,0.115741892
3395,80.512,-16.032,west-ham,arsenal,Missed,136,16/17,0.19655464600000003,82.09267427,r,0,0.12271808599999999,0.115741892
1200,67.52,-32.064,stoke,cpalace,Missed,46,16/17,0.44335166,74.74657515,r,0,0.12196308900000001,0.11573792699999999
